season,date,opponent,venue,score,outcome,scorers,competition,cup_round,game_no,comp_game_no,goals_for,goals_against,attendance,manager,referee,game_type,points,ssn_pts,ppg
1956/57,1956-09-01T00:00:00Z,Cinderford Town,H,1-1,D,Bryant,WL1,NA,2,2,1,1,NA,NA,NA,league,1,1,0.5
1956/57,1956-09-08T00:00:00Z,Clevedon,H,6-1,W,"Eddie Attwood  4, Wally Potts, O’Reilly",WL1,NA,3,3,6,1,NA,NA,NA,league,3,4,1.3333333333333333
1956/57,1956-09-15T00:00:00Z,Purton,A,1-1,D,Unknown,FAAm,EPR,4,1,1,1,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-09-22T00:00:00Z,Purton,H,4-1,W,"Hazzall, Holloway, Hancock, Derek Woodford",FAAm,EPR,5,2,4,1,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-09-29T00:00:00Z,Brimscombe,H,4-1,W,"Shepherd, Bill Cuff, Derek Woodford, Eddie Attwood",FAAm,P,6,3,4,1,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-10-06T00:00:00Z,Stonehouse,A,0-1,L,NA,WL1,NA,7,4,0,1,NA,NA,NA,league,0,4,1
1956/57,1956-10-13T00:00:00Z,Swindon Victoria,A,0-1,L,NA,FAAm,1Q,8,4,0,1,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-10-20T00:00:00Z,Cinderford Town,A,0-1,L,NA,WL1,NA,9,5,0,1,NA,NA,NA,league,0,4,0.8
1956/57,1956-10-27T00:00:00Z,Bath City Reserves,H,5-1,W,"Plummer 2, Ray Tarr, Holloway 2",WL1,NA,10,6,5,1,NA,NA,NA,league,3,7,1.1666666666666667
1956/57,1956-11-03T00:00:00Z,Weston-super-Mare,A,2-1,W,"Eddie Attwood, Ray Tarr",WL1,NA,11,7,2,1,NA,NA,NA,league,3,10,1.4285714285714286
1956/57,1956-11-10T00:00:00Z,Trowbridge Town Reserves,H,1-1,D,Ray Tarr,WL1,NA,12,8,1,1,NA,NA,NA,league,1,11,1.375
1956/57,1956-11-17T00:00:00Z,Clevedon,A,2-1,W,"Plummer, Unknown",WL1,NA,13,9,2,1,NA,NA,NA,league,3,14,1.5555555555555556
1956/57,1956-11-24T00:00:00Z,Paulton Rovers,H,1-1,D,Ray Tarr,WL1,NA,14,10,1,1,NA,NA,NA,league,1,15,1.5
1956/57,1956-12-01T00:00:00Z,Peasedown Miners Welfare,H,2-1,W,"Eddie Attwood, Shepherd",SSC,2,15,1,2,1,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-12-08T00:00:00Z,Peasedown Miners Welfare,A,3-1,W,"Hazzall 2, Derek Woodford",SSC,2R,16,2,3,1,NA,NA,NA,cup,NA,NA,NA
1956/57,1956-12-15T00:00:00Z,Dorchester Town Reserves,H,5-1,W,"Shepherd, Ray Tarr 3, Derek Woodford",WL1,NA,17,11,5,1,NA,NA,NA,league,3,18,1.6363636363636365
1956/57,1956-12-22T00:00:00Z,Gloucester City Reserves,A,0-1,L,NA,WL1,NA,18,12,0,1,NA,NA,NA,league,0,18,1.5
1956/57,1956-12-25T00:00:00Z,Radstock Town,H,3-1,W,Ray Tarr 3,WL1,NA,19,13,3,1,NA,NA,NA,league,3,21,1.6153846153846154
1956/57,1957-01-05T00:00:00Z,Minehead,A,2-1,W,"Eddie Attwood, Ray Tarr",WL1,NA,20,14,2,1,NA,NA,NA,league,3,24,1.7142857142857142
1956/57,1957-01-12T00:00:00Z,Peasedown Miners Welfare,H,2-1,W,"Ray Tarr, Derek Woodford",WL1,NA,21,15,2,1,NA,NA,NA,league,3,27,1.8
1956/57,1957-01-19T00:00:00Z,Clandown,A,2-1,W,"Ray Tarr, Mervyn Canning",WL1,NA,22,16,2,1,NA,NA,NA,league,3,30,1.875
1956/57,1957-01-26T00:00:00Z,Minehead,H,4-1,W,"Eddie Attwood, Ray Tarr 3",WL1,NA,23,17,4,1,NA,NA,NA,league,3,33,1.9411764705882353
1956/57,1957-02-02T00:00:00Z,Weston-super-Mare,H,1-1,D,Eddie Attwood,WL1,NA,24,18,1,1,NA,NA,NA,league,1,34,1.8888888888888888
1956/57,1957-02-09T00:00:00Z,Poole Town Reserves,H,5-1,W,"Ray Tarr, Derek Woodford, Eddie Attwood 2, Mervyn Canning",WL1,NA,25,19,5,1,NA,NA,NA,league,3,37,1.9473684210526316
1956/57,1957-02-16T00:00:00Z,Stonehouse,H,3-1,W,"Windmill, Eddie Attwood, Ray Tarr",WL1,NA,26,20,3,1,NA,NA,NA,league,3,40,2
1956/57,1957-02-23T00:00:00Z,Ilfracombe Town,H,3-1,W,"Derek Woodford, Ray Tarr, OG",WL1,NA,27,21,3,1,NA,NA,NA,league,3,43,2.0476190476190474
1956/57,1957-03-02T00:00:00Z,Trowbridge Town Reserves,A,0-1,L,NA,WL1,NA,28,22,0,1,NA,NA,NA,league,0,43,1.9545454545454546
1956/57,1957-03-09T00:00:00Z,Gloucester City Reserves,H,3-1,W,"Eddie Attwood, Pete Downs, Ray Tarr",WL1,NA,29,23,3,1,NA,NA,NA,league,3,46,2
1956/57,1957-03-16T00:00:00Z,Ilfracombe Town,A,2-1,W,"Mervyn Canning, OG",WL1,NA,30,24,2,1,NA,NA,NA,league,3,49,2.0416666666666665
1956/57,1957-03-23T00:00:00Z,Bath City Reserves,A,8-1,W,"Gerry Fielding 3, Ray Tarr 4, Bill Holloway",WL1,NA,31,25,8,1,NA,NA,NA,league,3,52,2.08
1956/57,1957-03-30T00:00:00Z,Street,H,2-1,W,"Eddie Attwood, Hazzall",WL1,NA,32,26,2,1,NA,NA,NA,league,3,55,2.1153846153846154
1956/57,1957-04-06T00:00:00Z,Hoffman Athletic,A,2-1,W,"Ray Tarr, Eddie Attwood",WL1,NA,33,27,2,1,NA,NA,NA,league,3,58,2.1481481481481484
1956/57,1957-04-13T00:00:00Z,Radstock Town,A,2-1,W,"Eddie Attwood, Ray Tarr",WL1,NA,34,28,2,1,NA,NA,NA,league,3,61,2.1785714285714284
1956/57,1957-04-17T00:00:00Z,Hoffman Athletic,H,3-1,W,"Eddie Attwood, Ray Tarr",WL1,NA,35,29,3,1,NA,NA,NA,league,3,64,2.206896551724138
1956/57,1957-04-19T00:00:00Z,Peasedown Miners Welfare,A,3-1,W,"Ray Tarr 2, OG",WL1,NA,36,30,3,1,NA,NA,NA,league,3,67,2.2333333333333334
1956/57,1957-04-20T00:00:00Z,Clandown,H,6-1,W,"Eddie Attwood 2, Derek Woodford 2, Mervyn Canning, Bill Cuff",WL1,NA,37,31,6,1,NA,NA,NA,league,3,70,2.2580645161290325
1956/57,1957-04-22T00:00:00Z,Street,A,0-1,L,NA,WL1,NA,38,32,0,1,NA,NA,NA,league,0,70,2.1875
1956/57,1957-04-24T00:00:00Z,Paulton Rovers,A,4-1,W,"Ray Tarr 2, Mervyn Canning 2",WL1,NA,39,33,4,1,NA,NA,NA,league,3,73,2.212121212121212
1956/57,1957-04-27T00:00:00Z,Dorchester Town Reserves,A,4-1,W,"Eddie Attwood, Bill Cuff, Mervyn Canning",WL1,NA,40,34,4,1,NA,NA,NA,league,3,76,2.235294117647059
1957/58,1957-08-24T00:00:00Z,Weston-super-Mare,A,1-1,D,Ray Tarr,WL1,NA,1,1,1,1,NA,NA,NA,league,1,1,1
1957/58,1957-08-28T00:00:00Z,Radstock Town,A,3-1,W,"Gerry Fielding, Ray Tarr, Eddie Attwood",WL1,NA,2,2,3,1,NA,NA,NA,league,3,4,2
1957/58,1957-08-31T00:00:00Z,Stonehouse,H,4-1,W,"Derek Woodford, Gerry Fielding, Mervyn Canning, Ray Tarr",WL1,NA,3,3,4,1,NA,NA,NA,league,3,7,2.3333333333333335
1957/58,1957-09-05T00:00:00Z,Radstock Town,H,5-1,W,"Canning, Derek Woodford, Ray Tarr 2, Eddie Attwood",WL1,NA,4,4,5,1,NA,NA,NA,league,3,10,2.5
1957/58,1957-09-07T00:00:00Z,Gloucester City Reserves,H,2-1,W,"Derek Woodford, West",WL1,NA,5,5,2,1,NA,NA,NA,league,3,13,2.6
1957/58,1957-09-21T00:00:00Z,Taunton Reserves,A,1-1,D,Derek Woodford,WL1,NA,6,6,1,1,NA,NA,NA,league,1,14,2.3333333333333335
1957/58,1957-09-28T00:00:00Z,Pinehurst Youth Centre,H,1-1,D,Ray Tarr,FAAm,P,7,1,1,1,NA,NA,NA,cup,NA,NA,NA
1957/58,1957-10-05T00:00:00Z,Bath City Reserves,A,2-1,W,"Ray Tarr, Mervyn Canning",WL1,NA,8,7,2,1,NA,NA,NA,league,3,17,2.4285714285714284
1957/58,1957-10-12T00:00:00Z,Street,H,4-1,W,"Derek Woodford, Eddie Attwood 2, Ray Tarr",WL1,NA,9,8,4,1,NA,NA,NA,league,3,20,2.5
1957/58,1957-10-19T00:00:00Z,Gloucester City Reserves,A,0-1,L,NA,WL1,NA,10,9,0,1,NA,NA,NA,league,0,20,2.2222222222222223
1957/58,1957-10-26T00:00:00Z,Ilfracombe Town,A,4-1,W,"Bill Cuff 3, Ray Tarr",WL1,NA,11,10,4,1,NA,NA,NA,league,3,23,2.3
1957/58,1957-11-02T00:00:00Z,Dorchester Town Reserves,H,1-1,D,Canning,WL1,NA,12,11,1,1,NA,NA,NA,league,1,24,2.1818181818181817
1957/58,1957-11-09T00:00:00Z,Taunton Reserves,H,3-1,W,"Eddie Attwood, Ray Tarr, Bill Cuff",WL1,NA,13,12,3,1,NA,NA,NA,league,3,27,2.25
1957/58,1957-11-16T00:00:00Z,Clevedon,A,2-1,W,"OG, Bill Cuff",WL1,NA,14,13,2,1,NA,NA,NA,league,3,30,2.3076923076923075
1957/58,1957-11-23T00:00:00Z,Weston-super-Mare,H,3-1,W,"Eddie Attwood, Derek Woodford, Pete Downs",WL1,NA,15,14,3,1,NA,NA,NA,league,3,33,2.357142857142857
1957/58,1957-11-30T00:00:00Z,Street,A,3-1,W,"Eddie Attwood 2, Gerry Fielding",WL1,NA,16,15,3,1,NA,NA,NA,league,3,36,2.4
1957/58,1957-12-07T00:00:00Z,Farrington Gurney,A,4-1,W,"Ray Tarr 2, Eddie Attwood 2",SSC,2,17,1,4,1,NA,NA,NA,cup,NA,NA,NA
1957/58,1957-12-21T00:00:00Z,Ilfracombe Town,H,5-1,W,"Cuff, Tarr 3, Attwood",WL1,NA,18,16,5,1,NA,NA,NA,league,3,39,2.4375
1957/58,1957-12-25T00:00:00Z,Paulton Rovers,A,2-1,W,"Ray Tarr, Bill Cuff",WL1,NA,19,17,2,1,NA,NA,NA,league,3,42,2.4705882352941178
1957/58,1957-12-26T00:00:00Z,Paulton Rovers,H,5-1,W,"Mervyn Canning, Brian Barker 2, Ray Tarr 2",WL1,NA,20,18,5,1,NA,NA,NA,league,3,45,2.5
1957/58,1957-12-28T00:00:00Z,Clevedon,H,5-1,W,"Ray Tarr 3, Mervyn Canning, Bill Cuff",WL1,NA,21,19,5,1,NA,NA,NA,league,3,48,2.526315789473684
1957/58,1958-01-04T00:00:00Z,Brislington St Christopher,A,7-1,W,"Fielding, Tarr 2, Cuff, Canning, Cox, Attwood",SSC,3,22,2,7,1,NA,NA,NA,cup,NA,NA,NA
1957/58,1958-01-11T00:00:00Z,Trowbridge Town Reserves,A,0-1,L,NA,WL1,NA,23,20,0,1,NA,NA,NA,league,0,48,2.4
1957/58,1958-01-18T00:00:00Z,Trowbridge Town Reserves,H,3-1,W,"Eddie Attwood 2, George",WL1,NA,24,21,3,1,NA,NA,NA,league,3,51,2.4285714285714284
1957/58,1958-01-25T00:00:00Z,Wells City,H,1-1,D,Ray Tarr,WL1,NA,25,22,1,1,NA,NA,NA,league,1,52,2.3636363636363638
1957/58,1958-02-01T00:00:00Z,Clandown,H,3-1,W,"Eddie Attwood, Ray Tarr, Mervyn Canning",SSC,4,26,3,3,1,NA,NA,NA,cup,NA,NA,NA
1957/58,1958-02-08T00:00:00Z,Hoffman Athletic,H,2-1,W,"Ray Tarr, Mervyn Canning",WL1,NA,27,23,2,1,NA,NA,NA,league,3,55,2.391304347826087
1957/58,1958-02-15T00:00:00Z,Bath City Reserves,H,2-1,W,"Mervyn Canning, Eddie Attwood",WL1,NA,28,24,2,1,NA,NA,NA,league,3,58,2.4166666666666665
1957/58,1958-02-22T00:00:00Z,Wells City,A,1-1,D,Bill Cuff,WL1,NA,29,25,1,1,NA,NA,NA,league,1,59,2.36
1957/58,1958-03-08T00:00:00Z,Clandown,H,4-1,W,"Ray Tarr, Ray Mogg 2, Brian Barker",WL1,NA,30,26,4,1,NA,NA,NA,league,3,62,2.3846153846153846
1957/58,1958-03-08T00:00:00Z,Keynsham Town,A,0-1,L,NA,SSC,SF,31,4,0,1,NA,NA,NA,cup,NA,NA,NA
1957/58,1958-03-22T00:00:00Z,Dorchester Town Reserves,A,2-1,W,"Derek Woodford, Brian Barker",WL1,NA,32,27,2,1,NA,NA,NA,league,3,65,2.4074074074074074
1957/58,1958-03-29T00:00:00Z,Poole Town Reserves,H,1-1,D,Mervyn Canning,WL1,NA,33,28,1,1,NA,NA,NA,league,1,66,2.357142857142857
1957/58,1958-04-04T00:00:00Z,Poole Town Reserves,A,2-1,W,"Ray Tarr, Mervyn Canning",WL1,NA,34,29,2,1,NA,NA,NA,league,3,69,2.3793103448275863
1957/58,1958-04-05T00:00:00Z,Stonehouse,A,3-1,W,"Ray Tarr 2, Charlie Collins",WL1,NA,35,30,3,1,NA,NA,NA,league,3,72,2.4
1957/58,1958-04-12T00:00:00Z,Hoffman Athletic,A,5-1,W,"Ray Tarr 3, Bill Cuff, Ray Mogg",WL1,NA,36,31,5,1,NA,NA,NA,league,3,75,2.4193548387096775
1957/58,1958-04-19T00:00:00Z,Peasedown Miners Welfare,H,3-1,W,"Mervyn Canning, Ray Mogg 2",WL1,NA,37,32,3,1,NA,NA,NA,league,3,78,2.4375
1957/58,1958-04-26T00:00:00Z,Clandown,A,2-1,W,"Canning, Tarr",WL1,NA,38,33,2,1,NA,NA,NA,league,3,81,2.4545454545454546
1957/58,1958-04-30T00:00:00Z,Peasedown Miners Welfare,A,1-1,D,Ray Tarr,WL1,NA,39,34,1,1,NA,NA,NA,league,1,82,2.411764705882353
1958/59,1958-08-23T00:00:00Z,Ilfracombe Town,A,3-1,W,"Tucker, Mervyn Canning, Ray Tarr",WL1,NA,1,1,3,1,NA,NA,NA,league,3,3,3
1958/59,1958-09-03T00:00:00Z,Radstock Town,H,1-1,D,Hyton,WL1,NA,2,2,1,1,NA,NA,NA,league,1,4,2
1958/59,1958-09-06T00:00:00Z,Peasedown Miners Welfare,H,2-1,W,Johnny Edwards,WL1,NA,3,3,2,1,NA,NA,NA,league,3,7,2.3333333333333335
1958/59,1958-09-13T00:00:00Z,Radstock Town,A,2-1,W,"Johnny Edwards, Brian Barker",WL1,NA,4,4,2,1,NA,NA,NA,league,3,10,2.5
1958/59,1958-09-20T00:00:00Z,Paulton Rovers,H,3-1,W,"Ray Tarr 2, Brian Barker",WL1,NA,5,5,3,1,NA,NA,NA,league,3,13,2.6
1958/59,1958-09-27T00:00:00Z,Bromham,H,3-1,W,"Derek Woodford, Charlie Collins, Mervyn Canning",FAAm,P,6,1,3,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-10-04T00:00:00Z,Bridgwater Town Reserves,A,1-1,D,Brian Barker,WL1,NA,7,6,1,1,NA,NA,NA,league,1,14,2.3333333333333335
1958/59,1958-10-11T00:00:00Z,Calne & Harris United,A,4-1,W,"Brian Barker 2, Mervyn Canning, Dix",FAAm,1Q,8,2,4,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-10-15T00:00:00Z,Melksham Town,A,3-1,W,"Derek Baber, Dix, OG",FAAm,3QR,9,3,3,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-10-18T00:00:00Z,Calne & Harris United,H,1-1,D,Gerry Fielding,FAAm,1QR,10,4,1,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-10-25T00:00:00Z,Purton,A,1-1,D,Derek Baber,FAAm,2Q,11,5,1,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-11-01T00:00:00Z,Purton,H,4-1,W,"Brian Barker 2, Derek Baber, Ray Tarr",FAAm,2QR,12,6,4,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-11-08T00:00:00Z,Melksham Town,H,1-1,D,Brian Barker,FAAm,3Q,13,7,1,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-11-22T00:00:00Z,Devizes Town,A,0-1,L,NA,FAAm,4Q,14,8,0,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-12-06T00:00:00Z,Porlock,A,8-1,W,"Dix 2, Derek Baber 2, Brian Barker 2, Eddie jordan 2",SSC,2,15,1,8,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1958-12-13T00:00:00Z,Bath City Reserves,H,1-1,D,Eddie Attwood,WL1,NA,16,7,1,1,NA,NA,NA,league,1,15,2.142857142857143
1958/59,1958-12-20T00:00:00Z,Street,A,4-1,W,"Dando, OG, Eddie Attwood, Alan Margary",WL1,NA,17,8,4,1,NA,NA,NA,league,3,18,2.25
1958/59,1958-12-26T00:00:00Z,Wells City,A,7-1,W,"Brian Barker 4, Alan Margary, Eddie Attwood 2",WL1,NA,18,9,7,1,NA,NA,NA,league,3,21,2.3333333333333335
1958/59,1958-12-27T00:00:00Z,Wells City,H,1-1,D,Mervyn Canning,WL1,NA,19,10,1,1,NA,NA,NA,league,1,22,2.2
1958/59,1959-01-03T00:00:00Z,Shepton Mallet Town,A,5-1,W,"Eddie Attwood, OG, Tony Day, Derek Baber, Charlie Collins",SSC,3,20,2,5,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1959-01-10T00:00:00Z,Ilfracombe Town,H,5-1,W,"Charlie Collins, Eddie Attwood 2, Brian Barker 2",WL1,NA,21,11,5,1,NA,NA,NA,league,3,25,2.272727272727273
1958/59,1959-01-17T00:00:00Z,Clandown,A,5-1,W,"Brian Barker 3, OG, Alan Margary",WL1,NA,22,12,5,1,NA,NA,NA,league,3,28,2.3333333333333335
1958/59,1959-01-24T00:00:00Z,Dorchester Town Reserves,H,1-1,D,Brian Barker,WL1,NA,23,13,1,1,NA,NA,NA,league,1,29,2.230769230769231
1958/59,1959-01-31T00:00:00Z,Taunton Reserves,A,3-1,W,"Brian Barker, Mervyn Canning, Eddie Attwood",WL1,NA,24,14,3,1,NA,NA,NA,league,3,32,2.2857142857142856
1958/59,1959-02-07T00:00:00Z,Wells City,A,10-1,W,"Mervyn Canning 3, Attwood 5, Brian Barker, Johnny Edwards",SSC,QF,25,3,10,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1959-02-14T00:00:00Z,Weston-super-Mare,H,3-1,W,"Brian Barker 2, Alan Margary",WL1,NA,26,15,3,1,NA,NA,NA,league,3,35,2.3333333333333335
1958/59,1959-02-21T00:00:00Z,Chippenham United,H,1-1,D,Brian Barker,WL1,NA,27,16,1,1,NA,NA,NA,league,1,36,2.25
1958/59,1959-02-28T00:00:00Z,Dorchester Town Reserves,A,1-1,D,Brian Barker,WL1,NA,28,17,1,1,NA,NA,NA,league,1,37,2.176470588235294
1958/59,1959-03-07T00:00:00Z,Clandown,A,1-1,D,Alan Margary,SSC,SF,29,4,1,1,NA,NA,NA,cup,NA,NA,NA
1958/59,1959-03-14T00:00:00Z,Stonehouse,H,1-1,D,Eddie Attwood,WL1,NA,30,18,1,1,NA,NA,NA,league,1,38,2.111111111111111
1958/59,1959-03-21T00:00:00Z,Taunton Reserves,H,10-1,W,"Eddie Attwood 5, Brian Barker 3, Mervyn Canning, OG",WL1,NA,31,19,10,1,NA,NA,NA,league,3,41,2.1578947368421053
1958/59,1959-03-27T00:00:00Z,Hoffman Athletic,H,7-1,W,"Gerry Fielding, Brian Barker, Jones 4, Johnny Edwards",WL1,NA,32,20,7,1,NA,NA,NA,league,3,44,2.2
1958/59,1959-03-28T00:00:00Z,Trowbridge Town Reserves,H,1-1,D,Dando,WL1,NA,33,21,1,1,NA,NA,NA,league,1,45,2.142857142857143
1958/59,1959-03-30T00:00:00Z,Peasedown Miners Welfare,A,2-1,W,"Brian Barker, Johnny Edwards",WL1,NA,34,22,2,1,NA,NA,NA,league,3,48,2.1818181818181817
1958/59,1959-04-04T00:00:00Z,Bridgwater Town Reserves,H,4-1,W,"Mervyn Canning 3, Eddie Attwood",WL1,NA,35,23,4,1,NA,NA,NA,league,3,51,2.217391304347826
1958/59,1959-04-11T00:00:00Z,Street,H,2-1,W,"Brian Barker, Matthews",WL1,NA,36,24,2,1,NA,NA,NA,league,3,54,2.25
1958/59,1959-04-18T00:00:00Z,Chippenham United,A,2-1,W,Brian Barker 2,WL1,NA,37,25,2,1,NA,NA,NA,league,3,57,2.28
1958/59,1959-04-20T00:00:00Z,Paulton Rovers,A,1-1,D,Eddie Attwood,WL1,NA,38,26,1,1,NA,NA,NA,league,1,58,2.230769230769231
1958/59,1959-04-22T00:00:00Z,Weston-super-Mare,A,0-1,L,NA,WL1,NA,39,27,0,1,NA,NA,NA,league,0,58,2.1481481481481484
1958/59,1959-04-25T00:00:00Z,Stonehouse,A,0-1,L,NA,WL1,NA,40,28,0,1,NA,NA,NA,league,0,58,2.0714285714285716
1958/59,1959-04-27T00:00:00Z,Hoffman Athletic,A,2-1,W,Brian Barker 2,WL1,NA,41,29,2,1,NA,NA,NA,league,3,61,2.103448275862069
1958/59,1959-04-30T00:00:00Z,Trowbridge Town Reserves,A,0-1,L,NA,WL1,NA,42,30,0,1,NA,NA,NA,league,0,61,2.033333333333333
1958/59,1959-05-02T00:00:00Z,Bath City Reserves,A,0-1,L,NA,WL1,NA,43,31,0,1,NA,NA,NA,league,0,61,1.967741935483871
1958/59,1959-05-04T00:00:00Z,Clandown,H,4-1,W,"Eddie Attwood, Bishop 2, Jeremiah",WL1,NA,44,32,4,1,NA,NA,NA,league,3,64,2
1959/60,1959-08-22T00:00:00Z,Stonehouse,A,3-1,W,"Keith Simmons, Peter Down, Brian Barker",WL1,NA,1,1,3,1,NA,NA,NA,league,3,3,3
1959/60,1959-08-29T00:00:00Z,Wells City,H,6-1,W,"OG, Gerry Fielding, Brian Barker 2, Eddie Attwood, Keith Simmons",WL1,NA,2,2,6,1,NA,NA,NA,league,3,6,3
1959/60,1959-09-02T00:00:00Z,Paulton Rovers,H,1-1,D,Johnny Edwards,WL1,NA,3,3,1,1,NA,NA,NA,league,1,7,2.3333333333333335
1959/60,1959-09-05T00:00:00Z,Frome Town,A,1-1,D,Loveridge,WL1,NA,4,4,1,1,NA,NA,NA,league,1,8,2
1959/60,1959-09-09T00:00:00Z,Peasedown Miners Welfare,H,7-1,W,"Keith Simmons, Brian Barker 3, Boulton, Gerry Fielding 2",WL1,NA,5,5,7,1,NA,NA,NA,league,3,11,2.2
1959/60,1959-09-12T00:00:00Z,Paulton Rovers,A,3-1,W,"Loveridge, Brian Barker, Keith Simmons",WL1,NA,6,6,3,1,NA,NA,NA,league,3,14,2.3333333333333335
1959/60,1959-09-19T00:00:00Z,Swindon BR Corinthians,H,3-1,W,"Loveridge, Brian Barker 2",FAAm,P,7,1,3,1,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-09-26T00:00:00Z,Bridgwater Town Reserves,A,2-1,W,Brian Barker 2,WL1,NA,8,7,2,1,NA,NA,NA,league,3,17,2.4285714285714284
1959/60,1959-10-03T00:00:00Z,Taunton Reserves,H,3-1,W,"Keith Simmons, Gerry Fielding, Brian Barker",WL1,NA,9,8,3,1,NA,NA,NA,league,3,20,2.5
1959/60,1959-10-10T00:00:00Z,Wells City,A,6-1,W,"Keith Simmons 2, Eddie Attwood 2, Brian Barker, Padfield",WL1,NA,10,9,6,1,NA,NA,NA,league,3,23,2.5555555555555554
1959/60,1959-10-17T00:00:00Z,Pewsey Vale,A,4-1,W,"Keith Simmons 3, Brian Barker",FAAm,1Q,11,2,4,1,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-10-24T00:00:00Z,Calne & Harris United,A,7-1,W,"Eddie Attwood 4, Brian Barker 2, Slade",FAAm,2Q,12,3,7,1,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-10-31T00:00:00Z,Clevedon,A,2-1,W,"Brian Barker, Keith Simmons",SSC,1,13,1,2,1,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-11-07T00:00:00Z,Wootton Bassett Town,A,3-1,W,Brian Barker 3,FAAm,3Q,14,4,3,1,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-11-14T00:00:00Z,Wootton Bassett Town,H,7-1,W,"Brian Barker 2, Eddie Attwood 2, Gerry Fielding, Simpkins, Keith Simmons",FAAm,3QR,15,5,7,1,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-11-21T00:00:00Z,Devizes Town,A,1-1,D,OG,FAAm,4Q,16,6,1,1,NA,NA,NA,cup,NA,NA,NA
1959/60,1959-11-28T00:00:00Z,Clandown,A,0-1,L,NA,WL1,NA,17,10,0,1,NA,NA,NA,league,0,23,2.3
1959/60,1959-12-12T00:00:00Z,Bridgwater Town Reserves,H,3-1,W,"Bryant, Barker, Keith Simmons",WL1,NA,18,11,3,1,NA,NA,NA,league,3,26,2.3636363636363638
1959/60,1959-12-19T00:00:00Z,Street,A,1-1,D,Brian Barker,WL1,NA,19,12,1,1,NA,NA,NA,league,1,27,2.25
1959/60,1959-12-26T00:00:00Z,Radstock Town,H,2-1,W,"Eddie Attwood, Keith Simmons",WL1,NA,20,13,2,1,NA,NA,NA,league,3,30,2.3076923076923075
1959/60,1960-01-02T00:00:00Z,Clandown,H,1-1,D,Brian Barker,WL1,NA,21,14,1,1,NA,NA,NA,league,1,31,2.2142857142857144
1959/60,1960-01-09T00:00:00Z,Stonehouse,H,5-1,W,"Keith Simmons 3, Eddie Attwood, Mervyn Canning",WL1,NA,22,15,5,1,NA,NA,NA,league,3,34,2.2666666666666666
1959/60,1960-01-16T00:00:00Z,Weston-super-Mare,A,0-1,L,NA,WL1,NA,23,16,0,1,NA,NA,NA,league,0,34,2.125
1959/60,1960-01-23T00:00:00Z,Dorchester Town Reserves,A,4-1,W,"Brian Barker, Keith Simmons 2, Gerry Fielding",WL1,NA,24,17,4,1,NA,NA,NA,league,3,37,2.176470588235294
1959/60,1960-01-30T00:00:00Z,Chippenham United,A,9-1,W,"Phil Curtis 2, Jeremiah 2, Keith Simmons 3, Eddie Attwood, Unknown",WL1,NA,25,18,9,1,NA,NA,NA,league,3,40,2.2222222222222223
1959/60,1960-02-27T00:00:00Z,Frome Town,H,4-1,W,"Phil Curtis, Simmons 2 (1 penalty), Brian Barker",WL1,NA,26,19,4,1,NA,NA,NA,league,3,43,2.263157894736842
1959/60,1960-03-02T00:00:00Z,Street,H,6-1,W,"Keith Simmons, Phil Curtis, Marchant 2, Eddie Attwood, Brian Barker",WL1,NA,27,20,6,1,NA,NA,NA,league,3,46,2.3
1959/60,1960-03-19T00:00:00Z,Peasedown Miners Welfare,A,8-1,W,"Eddie Attwood 3, Keith Simmons 2, Brian Barker 2, Mervyn Canning",WL1,NA,28,21,8,1,NA,NA,NA,league,3,49,2.3333333333333335
1959/60,1960-03-26T00:00:00Z,Taunton Reserves,A,5-1,W,"Keith Simmons 2, Eddie Attwood, Brian Barker, Phil Curtis",WL1,NA,29,22,5,1,NA,NA,NA,league,3,52,2.3636363636363638
1959/60,1960-04-02T00:00:00Z,Weston-super-Mare,H,2-1,W,"Johnny Edwards, Brian Barker",WL1,NA,30,23,2,1,NA,NA,NA,league,3,55,2.391304347826087
1959/60,1960-04-15T00:00:00Z,Chippenham United,H,2-1,W,"Brian Barker, Marchant",WL1,NA,31,24,2,1,NA,NA,NA,league,3,58,2.4166666666666665
