season,date,opponent,venue,score,outcome,scorers,competition,cup_round,game_no,comp_game_no,goals_for,goals_against,attendance,manager,referee,game_type,points,ssn_pts,ppg
2005/06,2006-03-15T00:00:00Z,Biddestone,A,1-1,D,OG,LPC,QF,36,4,1,1,52,Chris Mountford,NA,cup,NA,NA,NA
2005/06,2006-03-18T00:00:00Z,Bideford,H,0-1,L,NA,WLP,NA,37,29,0,1,82,Chris Mountford,NA,league,0,52,1.793103448275862
2005/06,2006-03-25T00:00:00Z,Torrington,H,4-1,W,"Kye Mountford, Jazz Bright, James Riccio, Danny Guibarra",WLP,NA,38,30,4,1,41,Chris Mountford,NA,league,3,55,1.8333333333333333
2005/06,2006-03-28T00:00:00Z,Willand Rovers,A,1-1,D,Lee White,LPC,SF,39,5,1,1,101,Chris Mountford,NA,cup,NA,NA,NA
2005/06,2006-04-01T00:00:00Z,Barnstaple Town,A,1-1,D,Jazz Bright,WLP,NA,40,31,1,1,116,Chris Mountford,NA,league,1,56,1.8064516129032258
2005/06,2006-04-03T00:00:00Z,Melksham Town,A,2-1,W,"Robin Southwell, Danny Guibarra",WLP,NA,41,32,2,1,NA,Chris Mountford,NA,league,3,59,1.84375
2005/06,2006-04-08T00:00:00Z,Willand Rovers,H,1-1,D,Jazz Bright,WLP,NA,42,33,1,1,78,Chris Mountford,NA,league,1,60,1.8181818181818181
2005/06,2006-04-11T00:00:00Z,Bishop Sutton,A,2-1,W,"Matt Tilley, Danny Guibarra",WLP,NA,43,34,2,1,52,Chris Mountford,NA,league,3,63,1.8529411764705883
2005/06,2006-04-15T00:00:00Z,Bideford,A,1-1,D,Rob Dumphy,WLP,NA,44,35,1,1,168,Chris Mountford,NA,league,1,64,1.8285714285714285
2005/06,2006-04-17T00:00:00Z,Willand Rovers,A,0-1,L,NA,WLP,NA,45,36,0,1,95,Chris Mountford,NA,league,0,64,1.7777777777777777
2005/06,2006-04-22T00:00:00Z,Calne Town,H,3-1,W,"Lee White, Leon Simpson, Matt Tilley",WLP,NA,46,37,3,1,65,Chris Mountford,NA,league,3,67,1.8108108108108107
2005/06,2006-04-29T00:00:00Z,Brislington,H,1-1,D,Danny Guibarra,WLP,NA,47,38,1,1,57,Chris Mountford,NA,league,1,68,1.7894736842105263
2006/07,2006-08-12T00:00:00Z,Barnstaple Town,A,3-1,W,"Nick Beaverstock, Liam Fussell, Levi Marlow",WLP,NA,1,1,3,1,178,Chris Mountford,NA,league,3,3,3
2006/07,2006-08-19T00:00:00Z,Wimborne Town,H,2-1,W,"Leon Simpson, Danny Guibarra",FAC,EP,2,1,2,1,70,Chris Mountford,NA,cup,NA,NA,NA
2006/07,2006-08-26T00:00:00Z,Bristol Manor Farm,H,2-1,W,"Ricky Briggs, Levi Marlow",WLP,NA,3,2,2,1,55,Chris Mountford,NA,league,3,6,3
2006/07,2006-08-29T00:00:00Z,Corsham Town,A,6-1,W,"Ricky Briggs, Liam Fussell, Leon Simpson, Lee White 3",WLP,NA,4,3,6,1,122,Chris Mountford,NA,league,3,9,3
2006/07,2006-09-02T00:00:00Z,Liskeard Athletic,A,0-1,L,NA,FAC,P,5,2,0,1,68,Chris Mountford,NA,cup,NA,NA,NA
2006/07,2006-09-09T00:00:00Z,Bridgwater Town,A,0-1,L,NA,WLP,NA,6,4,0,1,265,Chris Mountford,NA,league,0,9,2.25
2006/07,2006-09-23T00:00:00Z,Brislington,A,2-1,W,"Kye Mountford, Tariq Whitcliff",WLP,NA,7,5,2,1,34,Chris Mountford,NA,league,3,12,2.4
2006/07,2006-09-30T00:00:00Z,Bitton,H,0-1,L,NA,WLP,NA,8,6,0,1,45,Chris Mountford,NA,league,0,12,2
2006/07,2006-10-03T00:00:00Z,Yeovil Town,A,2-1,W,"Matt Tilley, Levi Marlow",SPC,1,9,1,2,1,336,Chris Mountford,NA,cup,NA,NA,NA
2006/07,2006-10-07T00:00:00Z,Bideford,A,1-1,D,NA,FAV,1,10,1,1,1,194,Chris Mountford,NA,cup,NA,NA,NA
2006/07,2006-10-09T00:00:00Z,Melksham Town,A,0-1,L,NA,WLP,NA,11,7,0,1,108,Chris Mountford,NA,league,0,12,1.7142857142857142
2006/07,2006-10-14T00:00:00Z,Barnstaple Town,H,1-1,D,Matt Tilley,WLP,NA,12,8,1,1,41,Chris Mountford,NA,league,1,13,1.625
2006/07,2006-10-17T00:00:00Z,Brislington,H,0-1,L,NA,WLP,NA,13,9,0,1,82,Chris Mountford,NA,league,0,13,1.4444444444444444
2006/07,2006-10-21T00:00:00Z,Calne Town,A,1-1,D,Liam Fussell,WLP,NA,14,10,1,1,47,Chris Mountford,NA,league,1,14,1.4
2006/07,2006-10-28T00:00:00Z,Chard Town,H,1-1,D,OG,WLP,NA,15,11,1,1,49,Chris Mountford,NA,league,1,15,1.3636363636363635
2006/07,2006-11-04T00:00:00Z,Dawlish Town,A,1-1,D,Chris Mountford Jr,WLP,NA,16,12,1,1,61,Chris Mountford,NA,league,1,16,1.3333333333333333
2006/07,2006-11-08T00:00:00Z,Brislington,H,5-1,W,"Ricky Briggs, Danny Gulbarra, Chris Mountford Jr 3",LPC,1,17,1,5,1,64,Chris Mountford,NA,cup,NA,NA,NA
2006/07,2006-11-11T00:00:00Z,Devizes Town,H,1-1,D,Ricky Briggs,WLP,NA,18,13,1,1,82,Chris Mountford,NA,league,1,17,1.3076923076923077
2006/07,2006-12-09T00:00:00Z,Melksham Town,H,0-1,L,NA,WLP,NA,19,14,0,1,42,Chris Mountford,NA,league,0,17,1.2142857142857142
2006/07,2006-12-23T00:00:00Z,Torrington,H,2-1,W,"Levi Marlow, Leon Simpson",WLP,NA,20,15,2,1,62,Chris Mountford,NA,league,3,20,1.3333333333333333
2006/07,2006-12-26T00:00:00Z,Bishop Sutton,A,4-1,W,"Ricky Briggs, Levi Marlow 2, OG",WLP,NA,21,16,4,1,43,Chris Mountford,NA,league,3,23,1.4375
2006/07,2007-01-03T00:00:00Z,Frome Town,A,0-1,L,NA,WLP,NA,22,17,0,1,116,Chris Mountford,NA,league,0,23,1.3529411764705883
2006/07,2007-01-13T00:00:00Z,Street,A,2-1,W,"Levi Marlow, Matt Tilley",WLP,NA,23,18,2,1,87,Chris Mountford,NA,league,3,26,1.4444444444444444
2006/07,2007-01-24T00:00:00Z,Wellington,A,2-1,W,"Liam Fussell, Leon Simpson",LPC,2,24,2,2,1,27,Chris Mountford,NA,cup,NA,NA,NA
2006/07,2007-01-27T00:00:00Z,Keynsham Town,A,4-1,W,"Leon Simpson 2, Chris Mountford Jr 2",WLP,NA,25,19,4,1,47,Chris Mountford,NA,league,3,29,1.5263157894736843
2006/07,2007-01-30T00:00:00Z,Bristol Manor Farm,A,1-1,D,Liam Fussell,WLP,NA,26,20,1,1,36,Chris Mountford,NA,league,1,30,1.5
2006/07,2007-02-03T00:00:00Z,Hallen,A,2-1,W,"Ricky Briggs, Stuart Tovey",WLP,NA,27,21,2,1,35,Chris Mountford,NA,league,3,33,1.5714285714285714
2006/07,2007-03-03T00:00:00Z,Bitton,A,0-1,L,NA,WLP,NA,28,22,0,1,105,Chris Mountford,NA,league,0,33,1.5
2006/07,2007-03-10T00:00:00Z,Bridgwater Town,H,1-1,D,OG,WLP,NA,29,23,1,1,115,Chris Mountford,NA,league,1,34,1.4782608695652173
2006/07,2007-03-14T00:00:00Z,Odd Down (Bath),A,0-1,L,NA,WLP,NA,30,24,0,1,42,Chris Mountford,NA,league,0,34,1.4166666666666667
2006/07,2007-03-20T00:00:00Z,Radstock Town,A,2-1,W,"Kye Mountford, Leon Simpson",WLP,NA,31,25,2,1,56,Chris Mountford,NA,league,3,37,1.48
2006/07,2007-03-24T00:00:00Z,Calne Town,H,1-1,D,Liam Fussell,WLP,NA,32,26,1,1,35,Chris Mountford,NA,league,1,38,1.4615384615384615
2006/07,2007-03-27T00:00:00Z,Willand Rovers,A,2-1,W,Ricky Briggs 2,WLP,NA,33,27,2,1,64,Chris Mountford,NA,league,3,41,1.5185185185185186
2006/07,2007-03-29T00:00:00Z,Street,H,1-1,D,Benji Tricker,WLP,NA,34,28,1,1,45,Chris Mountford,NA,league,1,42,1.5
2006/07,2007-03-31T00:00:00Z,Radstock Town,H,2-1,W,"Ricky Briggs, Leon Simpson",WLP,NA,35,29,2,1,76,Chris Mountford,NA,league,3,45,1.5517241379310345
2006/07,2007-04-03T00:00:00Z,Devizes Town,A,0-1,L,NA,WLP,NA,36,30,0,1,38,Chris Mountford,NA,league,0,45,1.5
2006/07,2007-04-05T00:00:00Z,Melksham Town,A,0-1,L,NA,LPC,QF,37,3,0,1,74,Chris Mountford,NA,cup,NA,NA,NA
2006/07,2007-04-07T00:00:00Z,Dawlish Town,H,0-1,L,NA,WLP,NA,38,31,0,1,47,Chris Mountford,NA,league,0,45,1.4516129032258065
2006/07,2007-04-09T00:00:00Z,Bishop Sutton,H,0-1,L,NA,WLP,NA,39,32,0,1,52,Chris Mountford,NA,league,0,45,1.40625
2006/07,2007-04-14T00:00:00Z,Frome Town,H,1-1,D,Jason Hughes,WLP,NA,40,33,1,1,128,Chris Mountford,NA,league,1,46,1.393939393939394
2006/07,2007-04-17T00:00:00Z,Hallen,H,1-1,D,OG,WLP,NA,41,34,1,1,41,Chris Mountford,NA,league,1,47,1.3823529411764706
2006/07,2007-04-19T00:00:00Z,Bideford,H,1-1,D,Matt Tilley,WLP,NA,42,35,1,1,40,Chris Mountford,NA,league,1,48,1.3714285714285714
2006/07,2007-04-21T00:00:00Z,Corsham Town,H,1-1,D,Ricky Briggs,WLP,NA,43,36,1,1,52,Chris Mountford,NA,league,1,49,1.3611111111111112
2006/07,2007-04-24T00:00:00Z,Hallen,A,1-1,D,Chris Mountford Jr,LPC,SF,44,4,1,1,47,Chris Mountford,NA,cup,NA,NA,NA
2006/07,2007-04-28T00:00:00Z,Torrington,A,1-1,D,Chris Mountford Jr,WLP,NA,45,37,1,1,44,Chris Mountford,NA,league,1,50,1.3513513513513513
2006/07,2007-05-01T00:00:00Z,Willand Rovers,H,0-1,L,NA,WLP,NA,46,38,0,1,28,Chris Mountford,NA,league,0,50,1.3157894736842106
2006/07,2007-05-03T00:00:00Z,Odd Down (Bath),H,1-1,D,Matt Tilley,WLP,NA,47,39,1,1,51,Chris Mountford,NA,league,1,51,1.3076923076923077
2006/07,2007-05-05T00:00:00Z,Bideford,A,2-1,W,"Levi Marlow, Chris Mountford Jr",WLP,NA,48,40,2,1,78,Chris Mountford,NA,league,3,54,1.35
2006/07,2007-05-07T00:00:00Z,Chard Town,A,1-1,D,Danny Guibarra,WLP,NA,49,41,1,1,52,Chris Mountford,NA,league,1,55,1.3414634146341464
2006/07,2007-05-14T00:00:00Z,Keynsham Town,H,3-1,W,"Liam Fussell 2, Leon Simpson",WLP,NA,50,42,3,1,32,Chris Mountford,NA,league,3,58,1.380952380952381
2006/07,2007-05-20T00:00:00Z,Willand Rovers,N,0-1,L,NA,LPC,F,51,5,0,1,286,Chris Mountford,NA,cup,NA,NA,NA
2007/08,2007-08-11T00:00:00Z,Truro City,H,1-1,D,Dean Evans,WLP,NA,1,1,1,1,192,Chris Mountford,NA,league,1,1,1
2007/08,2007-08-14T00:00:00Z,Radstock Town,A,1-1,D,Ricky Briggs,WLP,NA,2,2,1,1,110,Chris Mountford,NA,league,1,2,1
2007/08,2007-08-18T00:00:00Z,Bridport,A,5-1,W,"Chris Mountford Jr 3, Clinton Wilson 2",FAC,EP,3,1,5,1,86,Chris Mountford,NA,cup,NA,NA,NA
2007/08,2007-08-25T00:00:00Z,Barnstaple Town,A,2-1,W,"Dean Evans, Clinton Wilson",WLP,NA,4,3,2,1,129,Chris Mountford,NA,league,3,5,1.6666666666666667
2007/08,2007-08-28T00:00:00Z,Odd Down (Bath),H,0-1,L,NA,WLP,NA,5,4,0,1,104,Chris Mountford,NA,league,0,5,1.25
2007/08,2007-09-01T00:00:00Z,Odd Down (Bath),H,1-1,D,Dean Evans,FAC,P,6,2,1,1,64,Chris Mountford,NA,cup,NA,NA,NA
2007/08,2007-09-08T00:00:00Z,Radstock Town,A,3-1,W,"Clinton Wilson, Dean Evans, Mark Thomas",FAV,1Q,7,1,3,1,98,Chris Mountford,NA,cup,NA,NA,NA
2007/08,2007-09-15T00:00:00Z,Truro City,H,0-1,L,NA,FAC,1Q,8,3,0,1,156,Chris Mountford,NA,cup,NA,NA,NA
2007/08,2007-09-22T00:00:00Z,Brislington,A,1-1,D,Dean Evans,FAV,2Q,9,2,1,1,NA,Chris Mountford,NA,cup,NA,NA,NA
2007/08,2007-09-26T00:00:00Z,Brislington,H,2-1,W,"Dean Evans, Levi Marlow",FAV,2QR,10,3,2,1,67,Chris Mountford,NA,cup,NA,NA,NA
2007/08,2007-09-29T00:00:00Z,Dawlish Town,A,2-1,W,Clinton Wilson 2,WLP,NA,11,5,2,1,65,Chris Mountford,NA,league,3,8,1.6
2007/08,2007-10-02T00:00:00Z,Melksham Town,H,1-1,D,Andy Catley,WLP,NA,12,6,1,1,61,Chris Mountford,NA,league,1,9,1.5
2007/08,2007-10-06T00:00:00Z,Chard Town,A,0-1,L,NA,WLP,NA,13,7,0,1,68,Chris Mountford,NA,league,0,9,1.2857142857142858
2007/08,2007-10-09T00:00:00Z,Radstock Town,H,0-1,L,NA,WLP,NA,14,8,0,1,125,Chris Mountford,NA,league,0,9,1.125
2007/08,2007-10-13T00:00:00Z,Bishop Sutton,A,4-1,W,"Robert Dumphy 2, Levi Marlow 2",WLP,NA,15,9,4,1,37,Chris Mountford,NA,league,3,12,1.3333333333333333
2007/08,2007-10-16T00:00:00Z,Corsham Town,A,2-1,W,"Robert Dumphy, Jason Hughes",WLP,NA,16,10,2,1,91,Chris Mountford,NA,league,3,15,1.5
2007/08,2007-10-20T00:00:00Z,Street,H,3-1,W,"Robert Dumphy, Kye Mountford, Mark Rowlands",WLP,NA,17,11,3,1,67,Chris Mountford,NA,league,3,18,1.6363636363636365
2007/08,2007-10-23T00:00:00Z,Devizes Town,H,3-1,W,"Dean Evans, OG, Dave Pearse",WLP,NA,18,12,3,1,70,Chris Mountford,NA,league,3,21,1.75
2007/08,2007-10-27T00:00:00Z,Ilfracombe Town,A,0-1,L,NA,WLP,NA,19,13,0,1,111,Chris Mountford,NA,league,0,21,1.6153846153846154
2007/08,2007-10-30T00:00:00Z,Odd Down (Bath),A,0-1,L,NA,WLP,NA,20,14,0,1,89,Chris Mountford,NA,league,0,21,1.5
2007/08,2007-11-03T00:00:00Z,Bideford,A,1-1,D,Robert Dumphy,WLP,NA,21,15,1,1,123,Chris Mountford,NA,league,1,22,1.4666666666666666
2007/08,2007-11-06T00:00:00Z,Corsham Town,H,0-1,L,NA,WLP,NA,22,16,0,1,89,Chris Mountford,NA,league,0,22,1.375
2007/08,2007-11-10T00:00:00Z,Backwell United,A,2-1,W,"Dean Evans, Dave Pearse",LPC,1,23,1,2,1,15,Chris Mountford,NA,cup,NA,NA,NA
2007/08,2007-11-13T00:00:00Z,Shepton Mallet,H,1-1,D,Dave Pearse,SPC,2,24,1,1,1,75,Chris Mountford,NA,cup,NA,NA,NA
2007/08,2007-11-17T00:00:00Z,Bristol Manor Farm,A,0-1,L,NA,WLP,NA,25,17,0,1,53,Chris Mountford,NA,league,0,22,1.2941176470588236
2007/08,2007-11-24T00:00:00Z,Chard Town,H,2-1,W,Dean Evans 2,WLP,NA,26,18,2,1,61,Chris Mountford,NA,league,3,25,1.3888888888888888
2007/08,2007-11-26T00:00:00Z,Melksham Town,A,1-1,D,Giovanni Necco,WLP,NA,27,19,1,1,97,Chris Mountford,NA,league,1,26,1.368421052631579
2007/08,2007-12-11T00:00:00Z,Frome Town,H,1-1,D,Dean Evans,WLP,NA,28,20,1,1,133,Chris Mountford,NA,league,1,27,1.35
2007/08,2007-12-15T00:00:00Z,Brislington,A,1-1,D,"Dean Evans, Dave Pearse",WLP,NA,29,21,1,1,45,Chris Mountford,NA,league,1,28,1.3333333333333333
2007/08,2007-12-22T00:00:00Z,Bideford,H,0-1,L,NA,WLP,NA,30,22,0,1,87,Chris Mountford,NA,league,0,28,1.2727272727272727
2007/08,2007-12-26T00:00:00Z,Bitton,H,1-1,D,Dean Evans,WLP,NA,31,23,1,1,115,Chris Mountford,NA,league,1,29,1.2608695652173914
2007/08,2007-12-29T00:00:00Z,Truro City,A,0-1,L,NA,WLP,NA,32,24,0,1,482,Chris Mountford,NA,league,0,29,1.2083333333333333
2007/08,2008-01-05T00:00:00Z,Frome Town,A,3-1,W,"Dave Pearse, Stuart Tovey, Clinton Wilson",WLP,NA,33,25,3,1,156,Chris Mountford,NA,league,3,32,1.28
2007/08,2008-01-12T00:00:00Z,Barnstaple Town,H,2-1,W,"Dean Evans, Mark Rowlands",WLP,NA,34,26,2,1,107,Chris Mountford,NA,league,3,35,1.3461538461538463
2007/08,2008-01-26T00:00:00Z,Frome Town,A,1-1,D,Jason Hughes,LPC,2,35,2,1,1,161,Chris Mountford,NA,cup,NA,NA,NA
2007/08,2008-02-02T00:00:00Z,Willand Rovers,H,0-1,L,NA,WLP,NA,36,27,0,1,65,Chris Mountford,NA,league,0,35,1.2962962962962963
2007/08,2008-02-09T00:00:00Z,Bishop Sutton,H,1-1,D,Dave Pearse,WLP,NA,37,28,1,1,67,Chris Mountford,NA,league,1,36,1.2857142857142858
2007/08,2008-02-16T00:00:00Z,Street,A,1-1,D,Dave Pearse,WLP,NA,38,29,1,1,64,Chris Mountford,NA,league,1,37,1.2758620689655173
2007/08,2008-02-23T00:00:00Z,Ilfracombe Town,H,1-1,D,Dave Pearse,WLP,NA,39,30,1,1,59,Chris Mountford,NA,league,1,38,1.2666666666666666
2007/08,2008-02-27T00:00:00Z,Hallen,A,3-1,W,"Ben Curtis, Giovanni Necco, Mark Rowlands",WLP,NA,40,31,3,1,41,Chris Mountford,NA,league,3,41,1.3225806451612903
2007/08,2008-03-01T00:00:00Z,Willand Rovers,A,0-1,L,NA,WLP,NA,41,32,0,1,88,Chris Mountford,NA,league,0,41,1.28125
2007/08,2008-03-04T00:00:00Z,Devizes Town,A,1-1,D,Giovanni Necco,WLP,NA,42,33,1,1,23,Chris Mountford,NA,league,1,42,1.2727272727272727
2007/08,2008-03-08T00:00:00Z,Calne Town,H,1-1,D,Dave Pearse,WLP,NA,43,34,1,1,44,Chris Mountford,NA,league,1,43,1.2647058823529411
2007/08,2008-03-22T00:00:00Z,Brislington,H,1-1,D,Dean Evans,WLP,NA,44,35,1,1,51,Chris Mountford,NA,league,1,44,1.2571428571428571
2007/08,2008-03-24T00:00:00Z,Bitton,A,0-1,L,NA,WLP,NA,45,36,0,1,84,Chris Mountford,NA,league,0,44,1.2222222222222223
2007/08,2008-04-05T00:00:00Z,Bristol Manor Farm,H,0-1,L,NA,WLP,NA,46,37,0,1,52,Chris Mountford,NA,league,0,44,1.1891891891891893
2007/08,2008-04-08T00:00:00Z,Hallen,H,0-1,L,NA,WLP,NA,47,38,0,1,49,Chris Mountford,NA,league,0,44,1.1578947368421053
2007/08,2008-04-19T00:00:00Z,Calne Town,A,2-1,W,"Dean Evans, Dave Pearse",WLP,NA,48,39,2,1,28,Chris Mountford,NA,league,3,47,1.205128205128205
2007/08,2008-04-26T00:00:00Z,Dawlish Town,H,1-1,D,Dean Evans,WLP,NA,49,40,1,1,65,Chris Mountford,NA,league,1,48,1.2
2008/09,2008-08-09T00:00:00Z,Sherborne Town,A,2-1,W,Dean Evans 2,WLP,NA,1,1,2,1,109,Mark Harrington,NA,league,3,3,3
2008/09,2008-08-12T00:00:00Z,Bishop Sutton,H,2-1,W,"Chris Astley, Dean Evans",WLP,NA,2,2,2,1,105,Mark Harrington,NA,league,3,6,3
2008/09,2008-08-16T00:00:00Z,Poole Town,H,0-1,L,NA,FAC,EP,3,1,0,1,107,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-08-19T00:00:00Z,Brislington,A,1-1,D,David Blake,WLP,NA,4,3,1,1,67,Mark Harrington,NA,league,1,7,2.3333333333333335
2008/09,2008-08-23T00:00:00Z,Barnstaple Town,H,1-1,D,Dean Evans,WLP,NA,5,4,1,1,60,Mark Harrington,NA,league,1,8,2
2008/09,2008-08-25T00:00:00Z,Radstock Town,H,1-1,D,David Blake,WLP,NA,6,5,1,1,170,Mark Harrington,NA,league,1,9,1.8
2008/09,2008-08-30T00:00:00Z,Bristol Manor Farm,H,1-1,D,Chris Lewis,WLP,NA,7,6,1,1,47,Mark Harrington,NA,league,1,10,1.6666666666666667
2008/09,2008-09-02T00:00:00Z,Corsham Town,A,2-1,W,"Dean Evans, Chris Lewis",WLP,NA,8,7,2,1,96,Mark Harrington,NA,league,3,13,1.8571428571428572
2008/09,2008-09-06T00:00:00Z,Penzance,A,1-1,D,Chris Lewis,FAV,1Q,9,1,1,1,175,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-09-13T00:00:00Z,Devizes Town,A,1-1,D,Dean Evans,WLP,NA,10,8,1,1,73,Mark Harrington,NA,league,1,14,1.75
2008/09,2008-09-20T00:00:00Z,Cullompton Rangers,H,0-1,L,NA,FAV,2Q,11,2,0,1,NA,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-09-27T00:00:00Z,Willand Rovers,H,1-1,D,Nick Hudson,WLP,NA,12,9,1,1,75,Mark Harrington,NA,league,1,15,1.6666666666666667
2008/09,2008-09-30T00:00:00Z,Frome Town,H,3-1,W,"Dean Evans, Chris Lewis",WLP,NA,13,10,3,1,96,Mark Harrington,NA,league,3,18,1.8
2008/09,2008-10-04T00:00:00Z,Bishop Sutton,A,1-1,D,Dean Evans,WLP,NA,14,11,1,1,56,Mark Harrington,NA,league,1,19,1.7272727272727273
2008/09,2008-10-07T00:00:00Z,Radstock Town,A,4-1,W,"David Blake, Justin Dowling 2, Dean Evans",SPC,1,15,1,4,1,102,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-10-11T00:00:00Z,Corsham Town,H,0-1,L,NA,WLP,NA,16,12,0,1,58,Mark Harrington,NA,league,0,19,1.5833333333333333
2008/09,2008-10-18T00:00:00Z,Brislington,H,1-1,D,Chris Astley,WLP,NA,17,13,1,1,66,Mark Harrington,NA,league,1,20,1.5384615384615385
2008/09,2008-10-25T00:00:00Z,Barnstaple Town,A,4-1,W,"Dean Evans, Mark Harrington, Ashley Victor-Lewis, Chris Lewis",WLP,NA,18,14,4,1,130,Mark Harrington,NA,league,3,23,1.6428571428571428
2008/09,2008-11-01T00:00:00Z,Bideford,A,0-1,L,NA,WLP,NA,19,15,0,1,115,Mark Harrington,NA,league,0,23,1.5333333333333334
2008/09,2008-11-08T00:00:00Z,Wellington,A,0-1,L,NA,WLP,NA,20,16,0,1,58,Mark Harrington,NA,league,0,23,1.4375
2008/09,2008-11-15T00:00:00Z,Hallen,A,1-1,D,Steve Bridges,WLP,NA,21,17,1,1,30,Mark Harrington,NA,league,1,24,1.411764705882353
2008/09,2008-11-22T00:00:00Z,Calne Town,H,2-1,W,"Graham Colbourne, Dean Evans",WLP,NA,22,18,2,1,58,Mark Harrington,NA,league,3,27,1.5
2008/09,2008-11-25T00:00:00Z,Yeovil Town,H,2-1,W,Dean Evans 2,SPC,2,23,2,2,1,80,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-11-29T00:00:00Z,Chard Town,H,4-1,W,"Danny Boys, Graham Colbourne, Dean Evans, Nick Hudson",WLP,NA,24,19,4,1,67,Mark Harrington,NA,league,3,30,1.5789473684210527
2008/09,2008-12-03T00:00:00Z,Larkhall Athletic,A,2-1,W,"Chris Lewis, Chris Tucker",LPC,1,25,1,2,1,78,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-12-06T00:00:00Z,Melksham Town,H,0-1,L,NA,WLP,NA,26,20,0,1,56,Mark Harrington,NA,league,0,30,1.5
2008/09,2008-12-20T00:00:00Z,Ilfracombe Town,H,1-1,D,Dean Evans,WLP,NA,27,21,1,1,59,Mark Harrington,NA,league,1,31,1.4761904761904763
2008/09,2008-12-27T00:00:00Z,Bitton,A,1-1,D,Chris Lewis,WLP,NA,28,22,1,1,193,Mark Harrington,NA,league,1,32,1.4545454545454546
2008/09,2009-01-17T00:00:00Z,Dawlish Town,A,2-1,W,"David Blake, Danny Boys",WLP,NA,29,23,2,1,41,Mark Harrington,NA,league,3,35,1.5217391304347827
2008/09,2009-01-24T00:00:00Z,Keynsham Town,H,3-1,W,"Graham Colbourne, Dean Evans 2",LPC,2,30,2,3,1,77,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2009-01-31T00:00:00Z,Sherborne Town,H,2-1,W,"James Billing, Andy Catley",WLP,NA,31,24,2,1,64,Mark Harrington,NA,league,3,38,1.5833333333333333
2008/09,2009-02-14T00:00:00Z,Melksham Town,A,4-1,W,"Andy Catley, Craig Coles, Dean Evans 2",WLP,NA,32,25,4,1,35,Mark Harrington,NA,league,3,41,1.64
2008/09,2009-02-17T00:00:00Z,Hallen,H,1-1,D,Chris Lewis,WLP,NA,33,26,1,1,82,Mark Harrington,NA,league,1,42,1.6153846153846154
2008/09,2009-02-21T00:00:00Z,Devizes Town,H,2-1,W,Dean Evans 2,WLP,NA,34,27,2,1,71,Mark Harrington,NA,league,3,45,1.6666666666666667
2008/09,2009-02-25T00:00:00Z,Frome Town,A,0-1,L,NA,SPC,QF,35,3,0,1,138,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2009-02-28T00:00:00Z,Chard Town,A,1-1,D,Dean Evans,WLP,NA,36,28,1,1,81,Mark Harrington,NA,league,1,46,1.6428571428571428
2008/09,2009-03-04T00:00:00Z,Calne Town,A,2-1,W,"Danny Boys, Dean Evans",LPC,QF,37,3,2,1,59,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2009-03-07T00:00:00Z,Dawlish Town,H,3-1,W,"James Billing, Danny Boys, Dean Evans",WLP,NA,38,29,3,1,71,Mark Harrington,NA,league,3,49,1.6896551724137931
2008/09,2009-03-14T00:00:00Z,Calne Town,A,2-1,W,"James Billing, Steve Bridges",WLP,NA,39,30,2,1,32,Mark Harrington,NA,league,3,52,1.7333333333333334
2008/09,2009-03-21T00:00:00Z,Street,A,1-1,D,James Billing,WLP,NA,40,31,1,1,68,Mark Harrington,NA,league,1,53,1.7096774193548387
2008/09,2009-03-25T00:00:00Z,Frome Town,A,1-1,D,Ashley Victor-Lewis,WLP,NA,41,32,1,1,128,Mark Harrington,NA,league,1,54,1.6875
2008/09,2009-04-04T00:00:00Z,Wellington,H,1-1,D,Craig Coles,WLP,NA,42,33,1,1,47,Mark Harrington,NA,league,1,55,1.6666666666666667
2008/09,2009-04-07T00:00:00Z,Willand Rovers,A,0-1,L,NA,WLP,NA,43,34,0,1,40,Mark Harrington,NA,league,0,55,1.6176470588235294
2008/09,2009-04-11T00:00:00Z,Bitton,H,4-1,W,James Billing 3,WLP,NA,44,35,4,1,108,Mark Harrington,NA,league,3,58,1.6571428571428573
2008/09,2009-04-13T00:00:00Z,Radstock Town,A,3-1,W,"James Billing, Dean Evans 2",WLP,NA,45,36,3,1,174,Mark Harrington,NA,league,3,61,1.6944444444444444
2008/09,2009-04-18T00:00:00Z,Ilfracombe Town,A,2-1,W,"James Billing, David Blake",WLP,NA,46,37,2,1,82,Mark Harrington,NA,league,3,64,1.7297297297297298
2008/09,2009-04-25T00:00:00Z,Street,H,2-1,W,"Nick Hudson, Tom Pawley",WLP,NA,47,38,2,1,72,Mark Harrington,NA,league,3,67,1.763157894736842
2008/09,2009-04-28T00:00:00Z,Bristol Manor Farm,A,0-1,L,NA,WLP,NA,48,39,0,1,58,Mark Harrington,NA,league,0,67,1.7179487179487178
2008/09,2009-05-02T00:00:00Z,Bideford,H,1-1,D,Danny Boys,WLP,NA,49,40,1,1,82,Mark Harrington,NA,league,1,68,1.7
